epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,6578.09,1.86341,1.18829,0.00215,0.81115,0.69329,0.75026,0.45897,1.55719,0.95926,0.00223,0.0007625,0.0007625,0.0007625
27,6829.54,1.85945,1.18852,0.00216,0.81531,0.69157,0.75231,0.46102,1.55179,0.95792,0.00221,0.000713,0.000713,0.000713
28,7079.74,1.85169,1.18158,0.00216,0.81583,0.69272,0.75324,0.46298,1.54332,0.95871,0.0022,0.0006635,0.0006635,0.0006635
29,7331.23,1.84884,1.17625,0.00214,0.81365,0.69509,0.75412,0.46388,1.54466,0.9555,0.0022,0.000614,0.000614,0.000614
30,7582.18,1.83746,1.16707,0.00213,0.8154,0.69549,0.75481,0.46538,1.53971,0.95487,0.00219,0.0005645,0.0005645,0.0005645
31,7866.55,1.77103,1.14673,0.00223,0.81437,0.69346,0.75284,0.46413,1.54819,0.96038,0.0022,0.000515,0.000515,0.000515
32,8098.53,1.75706,1.12965,0.00221,0.81987,0.69157,0.75467,0.46527,1.54356,0.95778,0.00219,0.0004655,0.0004655,0.0004655
33,8329.7,1.74668,1.12493,0.00219,0.8162,0.69628,0.75509,0.4668,1.53854,0.95458,0.00219,0.000416,0.000416,0.000416
34,8561.32,1.73974,1.11924,0.00218,0.81722,0.69586,0.75592,0.46781,1.53698,0.9539,0.00218,0.0003665,0.0003665,0.0003665
35,8793.64,1.73714,1.11558,0.00217,0.81827,0.69764,0.75669,0.46824,1.53679,0.95066,0.00218,0.000317,0.000317,0.000317
36,9025.77,1.72634,1.10455,0.00216,0.81842,0.69759,0.75737,0.46937,1.53271,0.95008,0.00217,0.0002675,0.0002675,0.0002675
37,9258.18,1.73189,1.10774,0.00215,0.82022,0.69819,0.75783,0.46956,1.53435,0.94742,0.00217,0.000218,0.000218,0.000218
38,9490.53,1.72588,1.09885,0.00215,0.82067,0.69874,0.75852,0.4706,1.53162,0.94406,0.00217,0.0001685,0.0001685,0.0001685
39,9721.93,1.72223,1.09875,0.00214,0.81933,0.69919,0.7589,0.47125,1.52921,0.94502,0.00216,0.000119,0.000119,0.000119
40,9953.83,1.71487,1.09301,0.00213,0.82049,0.69846,0.75927,0.47136,1.52907,0.94375,0.00216,6.95e-05,6.95e-05,6.95e-05
