epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,4120.1,2.03929,1.27652,0.0026,0.7839,0.64034,0.69254,0.39575,1.75829,1.05166,0.00263,0.001109,0.001109,0.001109
20,4316.72,2.04496,1.27162,0.00257,0.78448,0.64177,0.69511,0.3965,1.75432,1.04495,0.00262,0.0010595,0.0010595,0.0010595
21,4516.13,2.02618,1.2603,0.00257,0.78785,0.64457,0.69788,0.39996,1.74793,1.04266,0.00261,0.00101,0.00101,0.00101
22,4719.32,2.02467,1.26068,0.00257,0.78668,0.64598,0.69864,0.4009,1.73914,1.04019,0.00259,0.0009605,0.0009605,0.0009605
23,4932.97,2.02232,1.25507,0.00254,0.79241,0.64734,0.70235,0.40466,1.73415,1.03202,0.00257,0.000911,0.000911,0.000911
24,5146.26,2.01169,1.24933,0.00254,0.79269,0.649,0.70504,0.40716,1.72609,1.03177,0.00256,0.0008615,0.0008615,0.0008615
25,5367.52,2.00166,1.23716,0.00251,0.78933,0.6525,0.70508,0.40754,1.72101,1.028,0.00255,0.000812,0.000812,0.000812
26,5589.28,2.00299,1.2358,0.00249,0.79477,0.65107,0.7073,0.40855,1.72312,1.02194,0.00255,0.0007625,0.0007625,0.0007625
27,5804.42,1.99621,1.23449,0.0025,0.79413,0.65162,0.70804,0.41036,1.71531,1.02286,0.00254,0.000713,0.000713,0.000713
28,6000.03,1.991,1.23175,0.0025,0.79153,0.65568,0.71012,0.41265,1.71079,1.0167,0.00253,0.0006635,0.0006635,0.0006635
29,6198.19,1.99037,1.22226,0.00249,0.79904,0.6552,0.71268,0.41517,1.70869,1.00903,0.00252,0.000614,0.000614,0.000614
30,6394.05,1.97718,1.21409,0.00248,0.79534,0.6583,0.71386,0.41655,1.70301,1.01168,0.00251,0.0005645,0.0005645,0.0005645
31,6632,1.90592,1.19884,0.00256,0.79475,0.65579,0.71157,0.41536,1.70906,1.01874,0.00251,0.000515,0.000515,0.000515
32,6816.08,1.89422,1.18372,0.00255,0.79764,0.65528,0.71282,0.41687,1.70509,1.01466,0.0025,0.0004655,0.0004655,0.0004655
33,6998.49,1.88454,1.17524,0.00252,0.79845,0.65583,0.71384,0.41775,1.70032,1.01497,0.00249,0.000416,0.000416,0.000416
34,7182.5,1.88148,1.16769,0.00252,0.79628,0.65969,0.71504,0.41932,1.69825,1.00929,0.00249,0.0003665,0.0003665,0.0003665
35,7366.99,1.87281,1.16801,0.0025,0.79867,0.65817,0.71516,0.4202,1.69418,1.01049,0.00248,0.000317,0.000317,0.000317
36,7551.4,1.86018,1.16015,0.00249,0.79757,0.66072,0.71611,0.42068,1.69262,1.00971,0.00248,0.0002675,0.0002675,0.0002675
37,7734.47,1.86933,1.16081,0.00248,0.79752,0.66114,0.71692,0.42174,1.69107,1.00623,0.00247,0.000218,0.000218,0.000218
38,7918.16,1.85876,1.15249,0.00247,0.80097,0.66058,0.71746,0.42234,1.68968,1.0048,0.00247,0.0001685,0.0001685,0.0001685
39,8103.09,1.85519,1.15458,0.00246,0.80149,0.66048,0.71783,0.42278,1.68788,1.00422,0.00247,0.000119,0.000119,0.000119
40,8286.78,1.85292,1.15109,0.00246,0.80153,0.66054,0.71811,0.42301,1.68735,1.00369,0.00247,6.95e-05,6.95e-05,6.95e-05
